person_id,person_trip_id,trip_list_id_num,trace,pf_iteration,pathnum,linkmode,trip_id_num,A_id_num,B_id_num,A_seq,B_seq,pf_A_time,pf_B_time,pf_linktime min,pf_linkfare,pf_linkcost,pf_linkdist,pf_waittime min,linknum,A_id,B_id,A_lat,A_lon,B_lat,B_lon,trip_id,route_id,mode_num,mode,split_first,chosen,bump_iter,board_state,alight_delay_min,new_A_time,new_B_time,new_linktime min,new_waittime min,missed_xfer,fare,fare_period,from_fare_period,transfer_fare_type,transfer_fare,free_transfer,distance,sim_cost,board_time,overcap,overcap_frac,alight_time,iteration,pathfinding_iteration
Bobby Hurley,1,22,False,1.0100000000,0,access,,9,3,-1,-1,07:08:00,07:10:00,2.0000000000,0.0000000000,4.0000000000,0.1000000000,,0,O,E,,,35.7840890000,-78.6693540000,,,101.0000000000,walk_access,True,iter1.01 sim0,0.0000000000,,0.0000000000,07:08:00,07:10:00,2.0000000000,,0,0,,,,,,0.1000000000,9999.0000000000,,,,,1,1
Bobby Hurley,1,22,False,1.0100000000,0,transit,9.0000000000,3,4,1,2,07:10:00,07:22:00,12.0000000000,0.0000000000,12.0000000000,0.5711582271,0.0000000000,1,E,F,35.7840890000,-78.6693540000,35.7810900000,-78.6598590000,O1,Orange,301.0000000000,local_bus,True,iter1.01 sim0,0.0000000000,bumped,0.0000000000,07:10:00,07:22:00,12.0000000000,0.0000000000,0,0,,,,,,0.5711582271,39996.0000000000,07:10:00,0.0000000000,0.0000000000,07:22:00,1,1
Bobby Hurley,1,22,False,1.0100000000,0,egress,,4,10,-1,-1,07:22:00,07:32:00,10.0000000000,0.0000000000,20.0000000000,0.5000000000,,2,F,D,35.7810900000,-78.6598590000,,,,,201.0000000000,walk_egress,True,iter1.01 sim0,0.0000000000,,0.0000000000,07:22:00,07:32:00,10.0000000000,,0,0,,,,,,0.5000000000,9999.0000000000,,,,,1,1
Christian Laettner,1,23,False,1.0100000000,0,access,,9,3,-1,-1,07:08:00,07:10:00,2.0000000000,0.0000000000,4.0000000000,0.1000000000,,0,O,E,,,35.7840890000,-78.6693540000,,,101.0000000000,walk_access,True,iter1.01 sim0,0.0000000000,,0.0000000000,07:08:00,07:10:00,2.0000000000,,0,0,,,,,,0.1000000000,9999.0000000000,,,,,1,1
Christian Laettner,1,23,False,1.0100000000,0,transit,9.0000000000,3,4,1,2,07:10:00,07:22:00,12.0000000000,0.0000000000,12.0000000000,0.5711582271,0.0000000000,1,E,F,35.7840890000,-78.6693540000,35.7810900000,-78.6598590000,O1,Orange,301.0000000000,local_bus,True,iter1.01 sim0,0.0000000000,bumped,0.0000000000,07:10:00,07:22:00,12.0000000000,0.0000000000,0,0,,,,,,0.5711582271,39996.0000000000,07:10:00,0.0000000000,0.0000000000,07:22:00,1,1
Christian Laettner,1,23,False,1.0100000000,0,egress,,4,10,-1,-1,07:22:00,07:32:00,10.0000000000,0.0000000000,20.0000000000,0.5000000000,,2,F,D,35.7810900000,-78.6598590000,,,,,201.0000000000,walk_egress,True,iter1.01 sim0,0.0000000000,,0.0000000000,07:22:00,07:32:00,10.0000000000,,0,0,,,,,,0.5000000000,9999.0000000000,,,,,1,1
Carlos Boozer,1,24,False,1.0100000000,0,access,,9,3,-1,-1,07:08:00,07:10:00,2.0000000000,0.0000000000,4.0000000000,0.1000000000,,0,O,E,,,35.7840890000,-78.6693540000,,,101.0000000000,walk_access,True,iter1.01 sim0,0.0000000000,,0.0000000000,07:08:00,07:10:00,2.0000000000,,0,0,,,,,,0.1000000000,9999.0000000000,,,,,1,1
Carlos Boozer,1,24,False,1.0100000000,0,transit,9.0000000000,3,4,1,2,07:10:00,07:22:00,12.0000000000,0.0000000000,12.0000000000,0.5711582271,0.0000000000,1,E,F,35.7840890000,-78.6693540000,35.7810900000,-78.6598590000,O1,Orange,301.0000000000,local_bus,True,iter1.01 sim0,0.0000000000,bumped,0.0000000000,07:10:00,07:22:00,12.0000000000,0.0000000000,0,0,,,,,,0.5711582271,39996.0000000000,07:10:00,0.0000000000,0.0000000000,07:22:00,1,1
Carlos Boozer,1,24,False,1.0100000000,0,egress,,4,10,-1,-1,07:22:00,07:32:00,10.0000000000,0.0000000000,20.0000000000,0.5000000000,,2,F,D,35.7810900000,-78.6598590000,,,,,201.0000000000,walk_egress,True,iter1.01 sim0,0.0000000000,,0.0000000000,07:22:00,07:32:00,10.0000000000,,0,0,,,,,,0.5000000000,9999.0000000000,,,,,1,1
Jayson Williams,1,25,False,1.0100000000,0,access,,9,3,-1,-1,07:08:00,07:10:00,2.0000000000,0.0000000000,4.0000000000,0.1000000000,,0,O,E,,,35.7840890000,-78.6693540000,,,101.0000000000,walk_access,True,iter1.01 sim0,0.0000000000,,0.0000000000,07:08:00,07:10:00,2.0000000000,,0,0,,,,,,0.1000000000,9999.0000000000,,,,,1,1
Jayson Williams,1,25,False,1.0100000000,0,transit,9.0000000000,3,4,1,2,07:10:00,07:22:00,12.0000000000,0.0000000000,12.0000000000,0.5711582271,0.0000000000,1,E,F,35.7840890000,-78.6693540000,35.7810900000,-78.6598590000,O1,Orange,301.0000000000,local_bus,True,iter1.01 sim0,0.0000000000,bumped,0.0000000000,07:10:00,07:22:00,12.0000000000,0.0000000000,0,0,,,,,,0.5711582271,39996.0000000000,07:10:00,0.0000000000,0.0000000000,07:22:00,1,1
Jayson Williams,1,25,False,1.0100000000,0,egress,,4,10,-1,-1,07:22:00,07:32:00,10.0000000000,0.0000000000,20.0000000000,0.5000000000,,2,F,D,35.7810900000,-78.6598590000,,,,,201.0000000000,walk_egress,True,iter1.01 sim0,0.0000000000,,0.0000000000,07:22:00,07:32:00,10.0000000000,,0,0,,,,,,0.5000000000,9999.0000000000,,,,,1,1
Shane Battier,1,26,False,1.0100000000,0,access,,9,3,-1,-1,07:08:00,07:10:00,2.0000000000,0.0000000000,4.0000000000,0.1000000000,,0,O,E,,,35.7840890000,-78.6693540000,,,101.0000000000,walk_access,True,iter1.01 sim0,0.0000000000,,0.0000000000,07:08:00,07:10:00,2.0000000000,,0,0,,,,,,0.1000000000,9999.0000000000,,,,,1,1
Shane Battier,1,26,False,1.0100000000,0,transit,9.0000000000,3,4,1,2,07:10:00,07:22:00,12.0000000000,0.0000000000,12.0000000000,0.5711582271,0.0000000000,1,E,F,35.7840890000,-78.6693540000,35.7810900000,-78.6598590000,O1,Orange,301.0000000000,local_bus,True,iter1.01 sim0,0.0000000000,bumped,0.0000000000,07:10:00,07:22:00,12.0000000000,0.0000000000,0,0,,,,,,0.5711582271,39996.0000000000,07:10:00,0.0000000000,0.0000000000,07:22:00,1,1
Shane Battier,1,26,False,1.0100000000,0,egress,,4,10,-1,-1,07:22:00,07:32:00,10.0000000000,0.0000000000,20.0000000000,0.5000000000,,2,F,D,35.7810900000,-78.6598590000,,,,,201.0000000000,walk_egress,True,iter1.01 sim0,0.0000000000,,0.0000000000,07:22:00,07:32:00,10.0000000000,,0,0,,,,,,0.5000000000,9999.0000000000,,,,,1,1
Tuffie,1,1,True,1.0100000000,0,access,,9,3,-1,-1,07:08:00,07:10:00,2.0000000000,0.0000000000,4.0000000000,0.1000000000,,0,O,E,,,35.7840890000,-78.6693540000,,,101.0000000000,walk_access,True,iter1.01 sim0,,,0.0000000000,07:08:00,07:10:00,2.0000000000,,0,0,,,,,,0.1000000000,4.0000000000,,,,,1,2
Tuffie,1,1,True,1.0100000000,0,transit,9.0000000000,3,4,1,2,07:10:00,07:22:00,12.0000000000,0.0000000000,12.0000000000,0.5711582271,0.0000000000,1,E,F,35.7840890000,-78.6693540000,35.7810900000,-78.6598590000,O1,Orange,301.0000000000,local_bus,True,iter1.01 sim0,,boarded,0.0000000000,07:10:00,07:22:00,12.0000000000,0.0000000000,0,0,,,,,,0.5711582271,12.0000000000,07:10:00,0.0000000000,0.0000000000,07:22:00,1,2
Tuffie,1,1,True,1.0100000000,0,egress,,4,10,-1,-1,07:22:00,07:32:00,10.0000000000,0.0000000000,20.0000000000,0.5000000000,,2,F,D,35.7810900000,-78.6598590000,,,,,201.0000000000,walk_egress,True,iter1.01 sim0,,,0.0000000000,07:22:00,07:32:00,10.0000000000,,0,0,,,,,,0.5000000000,20.0000000000,,,,,1,2
Rameses,1,2,False,1.0100000000,0,access,,9,3,-1,-1,07:08:00,07:10:00,2.0000000000,0.0000000000,4.0000000000,0.1000000000,,0,O,E,,,35.7840890000,-78.6693540000,,,101.0000000000,walk_access,True,iter1.01 sim0,,,0.0000000000,07:08:00,07:10:00,2.0000000000,,0,0,,,,,,0.1000000000,4.0000000000,,,,,1,2
Rameses,1,2,False,1.0100000000,0,transit,9.0000000000,3,4,1,2,07:10:00,07:22:00,12.0000000000,0.0000000000,12.0000000000,0.5711582271,0.0000000000,1,E,F,35.7840890000,-78.6693540000,35.7810900000,-78.6598590000,O1,Orange,301.0000000000,local_bus,True,iter1.01 sim0,,boarded,0.0000000000,07:10:00,07:22:00,12.0000000000,0.0000000000,0,0,,,,,,0.5711582271,12.0000000000,07:10:00,0.0000000000,0.0000000000,07:22:00,1,2
Rameses,1,2,False,1.0100000000,0,egress,,4,10,-1,-1,07:22:00,07:32:00,10.0000000000,0.0000000000,20.0000000000,0.5000000000,,2,F,D,35.7810900000,-78.6598590000,,,,,201.0000000000,walk_egress,True,iter1.01 sim0,,,0.0000000000,07:22:00,07:32:00,10.0000000000,,0,0,,,,,,0.5000000000,20.0000000000,,,,,1,2
Michael Jordan,1,3,False,1.0100000000,0,access,,9,3,-1,-1,07:08:00,07:10:00,2.0000000000,0.0000000000,4.0000000000,0.1000000000,,0,O,E,,,35.7840890000,-78.6693540000,,,101.0000000000,walk_access,True,iter1.01 sim0,,,0.0000000000,07:08:00,07:10:00,2.0000000000,,0,0,,,,,,0.1000000000,4.0000000000,,,,,1,2
Michael Jordan,1,3,False,1.0100000000,0,transit,9.0000000000,3,4,1,2,07:10:00,07:22:00,12.0000000000,0.0000000000,12.0000000000,0.5711582271,0.0000000000,1,E,F,35.7840890000,-78.6693540000,35.7810900000,-78.6598590000,O1,Orange,301.0000000000,local_bus,True,iter1.01 sim0,,boarded,0.0000000000,07:10:00,07:22:00,12.0000000000,0.0000000000,0,0,,,,,,0.5711582271,12.0000000000,07:10:00,0.0000000000,0.0000000000,07:22:00,1,2
Michael Jordan,1,3,False,1.0100000000,0,egress,,4,10,-1,-1,07:22:00,07:32:00,10.0000000000,0.0000000000,20.0000000000,0.5000000000,,2,F,D,35.7810900000,-78.6598590000,,,,,201.0000000000,walk_egress,True,iter1.01 sim0,,,0.0000000000,07:22:00,07:32:00,10.0000000000,,0,0,,,,,,0.5000000000,20.0000000000,,,,,1,2
Jerry Stackhouse,1,4,False,1.0100000000,0,access,,9,3,-1,-1,07:08:00,07:10:00,2.0000000000,0.0000000000,4.0000000000,0.1000000000,,0,O,E,,,35.7840890000,-78.6693540000,,,101.0000000000,walk_access,True,iter1.01 sim0,,,0.0000000000,07:08:00,07:10:00,2.0000000000,,0,0,,,,,,0.1000000000,4.0000000000,,,,,1,2
Jerry Stackhouse,1,4,False,1.0100000000,0,transit,9.0000000000,3,4,1,2,07:10:00,07:22:00,12.0000000000,0.0000000000,12.0000000000,0.5711582271,0.0000000000,1,E,F,35.7840890000,-78.6693540000,35.7810900000,-78.6598590000,O1,Orange,301.0000000000,local_bus,True,iter1.01 sim0,,boarded,0.0000000000,07:10:00,07:22:00,12.0000000000,0.0000000000,0,0,,,,,,0.5711582271,12.0000000000,07:10:00,0.0000000000,0.0000000000,07:22:00,1,2
Jerry Stackhouse,1,4,False,1.0100000000,0,egress,,4,10,-1,-1,07:22:00,07:32:00,10.0000000000,0.0000000000,20.0000000000,0.5000000000,,2,F,D,35.7810900000,-78.6598590000,,,,,201.0000000000,walk_egress,True,iter1.01 sim0,,,0.0000000000,07:22:00,07:32:00,10.0000000000,,0,0,,,,,,0.5000000000,20.0000000000,,,,,1,2
Dean Smith,1,5,False,1.0100000000,0,access,,9,3,-1,-1,07:08:00,07:10:00,2.0000000000,0.0000000000,4.0000000000,0.1000000000,,0,O,E,,,35.7840890000,-78.6693540000,,,101.0000000000,walk_access,True,iter1.01 sim0,,,0.0000000000,07:08:00,07:10:00,2.0000000000,,0,0,,,,,,0.1000000000,4.0000000000,,,,,1,2
Dean Smith,1,5,False,1.0100000000,0,transit,9.0000000000,3,4,1,2,07:10:00,07:22:00,12.0000000000,0.0000000000,12.0000000000,0.5711582271,0.0000000000,1,E,F,35.7840890000,-78.6693540000,35.7810900000,-78.6598590000,O1,Orange,301.0000000000,local_bus,True,iter1.01 sim0,,boarded,0.0000000000,07:10:00,07:22:00,12.0000000000,0.0000000000,0,0,,,,,,0.5711582271,12.0000000000,07:10:00,0.0000000000,0.0000000000,07:22:00,1,2
Dean Smith,1,5,False,1.0100000000,0,egress,,4,10,-1,-1,07:22:00,07:32:00,10.0000000000,0.0000000000,20.0000000000,0.5000000000,,2,F,D,35.7810900000,-78.6598590000,,,,,201.0000000000,walk_egress,True,iter1.01 sim0,,,0.0000000000,07:22:00,07:32:00,10.0000000000,,0,0,,,,,,0.5000000000,20.0000000000,,,,,1,2
Vince Carter,1,6,False,1.0100000000,0,access,,9,3,-1,-1,07:08:00,07:10:00,2.0000000000,0.0000000000,4.0000000000,0.1000000000,,0,O,E,,,35.7840890000,-78.6693540000,,,101.0000000000,walk_access,True,iter1.01 sim0,,,0.0000000000,07:08:00,07:10:00,2.0000000000,,0,0,,,,,,0.1000000000,4.0000000000,,,,,1,2
Vince Carter,1,6,False,1.0100000000,0,transit,9.0000000000,3,4,1,2,07:10:00,07:22:00,12.0000000000,0.0000000000,12.0000000000,0.5711582271,0.0000000000,1,E,F,35.7840890000,-78.6693540000,35.7810900000,-78.6598590000,O1,Orange,301.0000000000,local_bus,True,iter1.01 sim0,,boarded,0.0000000000,07:10:00,07:22:00,12.0000000000,0.0000000000,0,0,,,,,,0.5711582271,12.0000000000,07:10:00,0.0000000000,0.0000000000,07:22:00,1,2
Vince Carter,1,6,False,1.0100000000,0,egress,,4,10,-1,-1,07:22:00,07:32:00,10.0000000000,0.0000000000,20.0000000000,0.5000000000,,2,F,D,35.7810900000,-78.6598590000,,,,,201.0000000000,walk_egress,True,iter1.01 sim0,,,0.0000000000,07:22:00,07:32:00,10.0000000000,,0,0,,,,,,0.5000000000,20.0000000000,,,,,1,2
Antown Jamison,1,7,False,1.0100000000,0,access,,9,3,-1,-1,07:08:00,07:10:00,2.0000000000,0.0000000000,4.0000000000,0.1000000000,,0,O,E,,,35.7840890000,-78.6693540000,,,101.0000000000,walk_access,True,iter1.01 sim0,,,0.0000000000,07:08:00,07:10:00,2.0000000000,,0,0,,,,,,0.1000000000,4.0000000000,,,,,1,2
Antown Jamison,1,7,False,1.0100000000,0,transit,9.0000000000,3,4,1,2,07:10:00,07:22:00,12.0000000000,0.0000000000,12.0000000000,0.5711582271,0.0000000000,1,E,F,35.7840890000,-78.6693540000,35.7810900000,-78.6598590000,O1,Orange,301.0000000000,local_bus,True,iter1.01 sim0,,boarded,0.0000000000,07:10:00,07:22:00,12.0000000000,0.0000000000,0,0,,,,,,0.5711582271,12.0000000000,07:10:00,0.0000000000,0.0000000000,07:22:00,1,2
Antown Jamison,1,7,False,1.0100000000,0,egress,,4,10,-1,-1,07:22:00,07:32:00,10.0000000000,0.0000000000,20.0000000000,0.5000000000,,2,F,D,35.7810900000,-78.6598590000,,,,,201.0000000000,walk_egress,True,iter1.01 sim0,,,0.0000000000,07:22:00,07:32:00,10.0000000000,,0,0,,,,,,0.5000000000,20.0000000000,,,,,1,2
Serge Zwikker,1,8,False,1.0100000000,0,access,,9,3,-1,-1,07:08:00,07:10:00,2.0000000000,0.0000000000,4.0000000000,0.1000000000,,0,O,E,,,35.7840890000,-78.6693540000,,,101.0000000000,walk_access,True,iter1.01 sim0,,,0.0000000000,07:08:00,07:10:00,2.0000000000,,0,0,,,,,,0.1000000000,4.0000000000,,,,,1,2
Serge Zwikker,1,8,False,1.0100000000,0,transit,9.0000000000,3,4,1,2,07:10:00,07:22:00,12.0000000000,0.0000000000,12.0000000000,0.5711582271,0.0000000000,1,E,F,35.7840890000,-78.6693540000,35.7810900000,-78.6598590000,O1,Orange,301.0000000000,local_bus,True,iter1.01 sim0,,boarded,0.0000000000,07:10:00,07:22:00,12.0000000000,0.0000000000,0,0,,,,,,0.5711582271,12.0000000000,07:10:00,0.0000000000,0.0000000000,07:22:00,1,2
Serge Zwikker,1,8,False,1.0100000000,0,egress,,4,10,-1,-1,07:22:00,07:32:00,10.0000000000,0.0000000000,20.0000000000,0.5000000000,,2,F,D,35.7810900000,-78.6598590000,,,,,201.0000000000,walk_egress,True,iter1.01 sim0,,,0.0000000000,07:22:00,07:32:00,10.0000000000,,0,0,,,,,,0.5000000000,20.0000000000,,,,,1,2
Dante Calabria,1,9,False,1.0100000000,0,access,,9,3,-1,-1,07:08:00,07:10:00,2.0000000000,0.0000000000,4.0000000000,0.1000000000,,0,O,E,,,35.7840890000,-78.6693540000,,,101.0000000000,walk_access,True,iter1.01 sim0,,,0.0000000000,07:08:00,07:10:00,2.0000000000,,0,0,,,,,,0.1000000000,4.0000000000,,,,,1,2
Dante Calabria,1,9,False,1.0100000000,0,transit,9.0000000000,3,4,1,2,07:10:00,07:22:00,12.0000000000,0.0000000000,12.0000000000,0.5711582271,0.0000000000,1,E,F,35.7840890000,-78.6693540000,35.7810900000,-78.6598590000,O1,Orange,301.0000000000,local_bus,True,iter1.01 sim0,,boarded,0.0000000000,07:10:00,07:22:00,12.0000000000,0.0000000000,0,0,,,,,,0.5711582271,12.0000000000,07:10:00,0.0000000000,0.0000000000,07:22:00,1,2
Dante Calabria,1,9,False,1.0100000000,0,egress,,4,10,-1,-1,07:22:00,07:32:00,10.0000000000,0.0000000000,20.0000000000,0.5000000000,,2,F,D,35.7810900000,-78.6598590000,,,,,201.0000000000,walk_egress,True,iter1.01 sim0,,,0.0000000000,07:22:00,07:32:00,10.0000000000,,0,0,,,,,,0.5000000000,20.0000000000,,,,,1,2
Shammond Williams,1,10,False,1.0100000000,0,access,,9,3,-1,-1,07:08:00,07:10:00,2.0000000000,0.0000000000,4.0000000000,0.1000000000,,0,O,E,,,35.7840890000,-78.6693540000,,,101.0000000000,walk_access,True,iter1.01 sim0,,,0.0000000000,07:08:00,07:10:00,2.0000000000,,0,0,,,,,,0.1000000000,4.0000000000,,,,,1,2
Shammond Williams,1,10,False,1.0100000000,0,transit,9.0000000000,3,4,1,2,07:10:00,07:22:00,12.0000000000,0.0000000000,12.0000000000,0.5711582271,0.0000000000,1,E,F,35.7840890000,-78.6693540000,35.7810900000,-78.6598590000,O1,Orange,301.0000000000,local_bus,True,iter1.01 sim0,,boarded,0.0000000000,07:10:00,07:22:00,12.0000000000,0.0000000000,0,0,,,,,,0.5711582271,12.0000000000,07:10:00,0.0000000000,0.0000000000,07:22:00,1,2
Shammond Williams,1,10,False,1.0100000000,0,egress,,4,10,-1,-1,07:22:00,07:32:00,10.0000000000,0.0000000000,20.0000000000,0.5000000000,,2,F,D,35.7810900000,-78.6598590000,,,,,201.0000000000,walk_egress,True,iter1.01 sim0,,,0.0000000000,07:22:00,07:32:00,10.0000000000,,0,0,,,,,,0.5000000000,20.0000000000,,,,,1,2
Mrs. Wuf,1,11,False,1.0200000000,0,access,,9,1,-1,-1,07:00:00,07:04:00,4.0000000000,0.0000000000,8.0000000000,0.2000000000,,0,O,A,,,35.7827960000,-78.6704290000,,,101.0000000000,walk_access,True,iter1.02 sim0,,,0.0000000000,07:00:00,07:04:00,4.0000000000,,0,0,,,,,,0.2000000000,8.0000000000,,,,,1,2
Mrs. Wuf,1,11,False,1.0200000000,0,transit,7.0000000000,1,2,1,2,07:04:00,07:12:00,8.0000000000,0.0000000000,8.0000000000,0.2192190643,0.0000000000,1,A,B,35.7827960000,-78.6704290000,35.7813250000,-78.6669640000,B2,Blue,301.0000000000,local_bus,True,iter1.02 sim0,,board_easy,0.0000000000,07:04:00,07:12:00,8.0000000000,0.0000000000,0,0,,,,,,0.2192190643,8.0000000000,07:04:00,-2.0000000000,-0.2500000000,07:12:00,1,2
Mrs. Wuf,1,11,False,1.0200000000,0,transfer,,2,6,-1,-1,07:12:00,07:20:00,8.0000000000,0.0000000000,21.0000000000,0.4000000000,,2,B,B2,35.7813250000,-78.6669640000,35.7790530000,-78.6672430000,,,1.0000000000,transfer,True,iter1.02 sim0,,,0.0000000000,07:12:00,07:20:00,8.0000000000,,0,0,,,,,,0.4000000000,21.0000000000,,,,,1,2
Mrs. Wuf,1,11,False,1.0200000000,0,transit,2.0000000000,6,7,1,2,07:20:00,07:28:00,8.0000000000,0.0000000000,8.0000000000,0.3200103786,0.0000000000,3,B2,C2,35.7790530000,-78.6672430000,35.7795840000,-78.6615720000,G3,Green,301.0000000000,local_bus,True,iter1.02 sim0,,board_easy,0.0000000000,07:20:00,07:28:00,8.0000000000,0.0000000000,0,0,,,,,,0.3200103786,8.0000000000,07:20:00,-5.0000000000,-1.0000000000,07:28:00,1,2
Mrs. Wuf,1,11,False,1.0200000000,0,egress,,7,10,-1,-1,07:28:00,07:30:00,2.0000000000,0.0000000000,4.0000000000,0.1000000000,,4,C2,D,35.7795840000,-78.6615720000,,,,,201.0000000000,walk_egress,True,iter1.02 sim0,,,0.0000000000,07:28:00,07:30:00,2.0000000000,,0,0,,,,,,0.1000000000,4.0000000000,,,,,1,2
Marcus Melvin,1,12,False,1.0200000000,1,access,,9,1,-1,-1,07:00:00,07:04:00,4.0000000000,0.0000000000,8.0000000000,0.2000000000,,0,O,A,,,35.7827960000,-78.6704290000,,,101.0000000000,walk_access,True,iter1.02 sim0,,,0.0000000000,07:00:00,07:04:00,4.0000000000,,0,0,,,,,,0.2000000000,8.0000000000,,,,,1,2
Marcus Melvin,1,12,False,1.0200000000,1,transit,7.0000000000,1,2,1,2,07:04:00,07:12:00,8.0000000000,0.0000000000,8.0000000000,0.2192190643,0.0000000000,1,A,B,35.7827960000,-78.6704290000,35.7813250000,-78.6669640000,B2,Blue,301.0000000000,local_bus,True,iter1.02 sim0,,board_easy,0.0000000000,07:04:00,07:12:00,8.0000000000,0.0000000000,0,0,,,,,,0.2192190643,8.0000000000,07:04:00,-2.0000000000,-0.2500000000,07:12:00,1,2
Marcus Melvin,1,12,False,1.0200000000,1,transfer,,2,5,-1,-1,07:12:00,07:18:00,6.0000000000,0.0000000000,17.0000000000,0.3000000000,,2,B,B1,35.7813250000,-78.6669640000,35.7825260000,-78.6651180000,,,1.0000000000,transfer,True,iter1.02 sim0,,,0.0000000000,07:12:00,07:18:00,6.0000000000,,0,0,,,,,,0.3000000000,17.0000000000,,,,,1,2
Marcus Melvin,1,12,False,1.0200000000,1,transit,5.0000000000,5,8,1,2,07:18:00,07:24:00,6.0000000000,0.0000000000,6.0000000000,0.1337754167,0.0000000000,3,B1,C1,35.7825260000,-78.6651180000,35.7814380000,-78.6631440000,R2,Red,301.0000000000,local_bus,True,iter1.02 sim0,,board_easy,0.0000000000,07:18:00,07:24:00,6.0000000000,0.0000000000,0,0,,,,,,0.1337754167,6.0000000000,07:18:00,-7.0000000000,-2.3333333333,07:24:00,1,2
Marcus Melvin,1,12,False,1.0200000000,1,egress,,8,10,-1,-1,07:24:00,07:30:00,6.0000000000,0.0000000000,12.0000000000,0.3000000000,,4,C1,D,35.7814380000,-78.6631440000,,,,,201.0000000000,walk_egress,True,iter1.02 sim0,,,0.0000000000,07:24:00,07:30:00,6.0000000000,,0,0,,,,,,0.3000000000,12.0000000000,,,,,1,2
Archie Miller,1,13,False,1.0200000000,0,access,,9,1,-1,-1,07:00:00,07:04:00,4.0000000000,0.0000000000,8.0000000000,0.2000000000,,0,O,A,,,35.7827960000,-78.6704290000,,,101.0000000000,walk_access,True,iter1.02 sim0,,,0.0000000000,07:00:00,07:04:00,4.0000000000,,0,0,,,,,,0.2000000000,8.0000000000,,,,,1,2
Archie Miller,1,13,False,1.0200000000,0,transit,7.0000000000,1,2,1,2,07:04:00,07:12:00,8.0000000000,0.0000000000,8.0000000000,0.2192190643,0.0000000000,1,A,B,35.7827960000,-78.6704290000,35.7813250000,-78.6669640000,B2,Blue,301.0000000000,local_bus,True,iter1.02 sim0,,board_easy,0.0000000000,07:04:00,07:12:00,8.0000000000,0.0000000000,0,0,,,,,,0.2192190643,8.0000000000,07:04:00,-2.0000000000,-0.2500000000,07:12:00,1,2
Archie Miller,1,13,False,1.0200000000,0,transfer,,2,6,-1,-1,07:12:00,07:20:00,8.0000000000,0.0000000000,21.0000000000,0.4000000000,,2,B,B2,35.7813250000,-78.6669640000,35.7790530000,-78.6672430000,,,1.0000000000,transfer,True,iter1.02 sim0,,,0.0000000000,07:12:00,07:20:00,8.0000000000,,0,0,,,,,,0.4000000000,21.0000000000,,,,,1,2
Archie Miller,1,13,False,1.0200000000,0,transit,2.0000000000,6,7,1,2,07:20:00,07:28:00,8.0000000000,0.0000000000,8.0000000000,0.3200103786,0.0000000000,3,B2,C2,35.7790530000,-78.6672430000,35.7795840000,-78.6615720000,G3,Green,301.0000000000,local_bus,True,iter1.02 sim0,,board_easy,0.0000000000,07:20:00,07:28:00,8.0000000000,0.0000000000,0,0,,,,,,0.3200103786,8.0000000000,07:20:00,-5.0000000000,-1.0000000000,07:28:00,1,2
Archie Miller,1,13,False,1.0200000000,0,egress,,7,10,-1,-1,07:28:00,07:30:00,2.0000000000,0.0000000000,4.0000000000,0.1000000000,,4,C2,D,35.7795840000,-78.6615720000,,,,,201.0000000000,walk_egress,True,iter1.02 sim0,,,0.0000000000,07:28:00,07:30:00,2.0000000000,,0,0,,,,,,0.1000000000,4.0000000000,,,,,1,2
Julius Hodge,1,14,False,1.0200000000,0,access,,9,1,-1,-1,07:00:00,07:04:00,4.0000000000,0.0000000000,8.0000000000,0.2000000000,,0,O,A,,,35.7827960000,-78.6704290000,,,101.0000000000,walk_access,True,iter1.02 sim0,,,0.0000000000,07:00:00,07:04:00,4.0000000000,,0,0,,,,,,0.2000000000,8.0000000000,,,,,1,2
Julius Hodge,1,14,False,1.0200000000,0,transit,7.0000000000,1,2,1,2,07:04:00,07:12:00,8.0000000000,0.0000000000,8.0000000000,0.2192190643,0.0000000000,1,A,B,35.7827960000,-78.6704290000,35.7813250000,-78.6669640000,B2,Blue,301.0000000000,local_bus,True,iter1.02 sim0,,board_easy,0.0000000000,07:04:00,07:12:00,8.0000000000,0.0000000000,0,0,,,,,,0.2192190643,8.0000000000,07:04:00,-2.0000000000,-0.2500000000,07:12:00,1,2
Julius Hodge,1,14,False,1.0200000000,0,transfer,,2,6,-1,-1,07:12:00,07:20:00,8.0000000000,0.0000000000,21.0000000000,0.4000000000,,2,B,B2,35.7813250000,-78.6669640000,35.7790530000,-78.6672430000,,,1.0000000000,transfer,True,iter1.02 sim0,,,0.0000000000,07:12:00,07:20:00,8.0000000000,,0,0,,,,,,0.4000000000,21.0000000000,,,,,1,2
Julius Hodge,1,14,False,1.0200000000,0,transit,2.0000000000,6,7,1,2,07:20:00,07:28:00,8.0000000000,0.0000000000,8.0000000000,0.3200103786,0.0000000000,3,B2,C2,35.7790530000,-78.6672430000,35.7795840000,-78.6615720000,G3,Green,301.0000000000,local_bus,True,iter1.02 sim0,,board_easy,0.0000000000,07:20:00,07:28:00,8.0000000000,0.0000000000,0,0,,,,,,0.3200103786,8.0000000000,07:20:00,-5.0000000000,-1.0000000000,07:28:00,1,2
